"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZXH6GVGF","journalArticle","2014","Koppe, Georgia; Gruppe, Harald; Sammer, Gebhard; Gallhofer, Bernd; Kirsch, Peter; Lis, Stefanie","Temporal unpredictability of a stimulus sequence affects brain activation differently depending on cognitive task demands.","NeuroImage","","1095-9572 1053-8119","10.1016/j.neuroimage.2014.07.008","","Within cognitive neuroscience, in nearly every experimental setting, subjects are presented with stimuli that appear at either constant or variable points in time,  referred to as interstimulus intervals (ISIs). These temporal patterns differ in the  degree to which an exact stimulus onset may be predicted. We investigated whether  this experimental feature affects brain and behavior, and whether the impact is  modulated by the cognitive demands of a task. Subjects (N=26) were assessed via fMRI  while solving three different tasks under either temporally predictable (constant  ISI) or unpredictable (variable ISI) conditions. The tasks differed with regard to  demands on working memory and response uncertainty. Compared to constant ISIs,  variable (i.e., less predictable) ISIs led to a general increase in reaction time  and in right amygdala activation. Depending on the cognitive demands required by the  specific task, the left amygdala, the parietal cortex, the supplementary motor area,  and the dorsolateral prefrontal cortex were engaged as well. The results indicate  that the temporal structure in a stimulus sequence affects both overt and covert  behaviors. Implicit temporal uncertainty increases activation in several brain  regions depending on cognitive demands. Thus, an often-overlooked basic design  feature, the application of constant or variable ISIs, may contribute to  heterogeneity in cognitive neuroscience findings.","2014-11-01","2022-03-04 19:25:11","2022-03-04 19:25:11","","236-244","","","101","","Neuroimage","","","","","","","","eng","Copyright © 2014 Elsevier Inc. All rights reserved.","","","","","","Place: United States PMID: 25019681","","","","Humans; Female; Male; Adult; Young Adult; Time Factors; Memory, Short-Term/*physiology; Magnetic Resonance Imaging; N-Back; Brain Mapping/*methods; Working memory; Psychomotor Performance/*physiology; Cerebral Cortex/*physiology; Amygdala/*physiology; *Uncertainty; Amygdala; Interstimulus interval; Response selection; Temporal unpredictability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5DCTMTFY","journalArticle","2012","Cousijn, Helena; Rijpkema, Mark; Qin, Shaozheng; van Wingen, Guido A.; Fernández, Guillén","Phasic deactivation of the medial temporal lobe enables working memory processing under stress.","NeuroImage","","1095-9572 1053-8119","10.1016/j.neuroimage.2011.09.027","","Demanding cognitive tasks are sometimes carried out under stressful conditions. Several studies indicate that whereas severe stress impairs performance, moderate  stress can enhance cognitive performance. In this study, we investigated how  moderate stress influences the neural systems supporting working memory. We embedded  an N-back working memory task in a moderately stressful context, as indicated by our  physiological stress measures, and probed phasic and tonic human brain activity  using two fMRI-techniques: conventional blood oxygen level dependent fMRI and  arterial spin labeling (ASL). The results showed that the stress induction, as  compared to the neutral control condition, led to slightly faster reaction times  without changes in accuracy. In general, working memory processing was associated  with increased activity in a frontoparietal network and reduced activity in the  medial temporal lobe (MTL). The stress induction led to enhanced reduction of phasic  MTL responses, specifically the hippocampus and amygdala. In addition, ASL showed  that stress increased tonic amygdala activity, while tonic hippocampal activity was  unaffected. These findings suggest that the influence of stress on MTL deactivation  during working memory processing is task-related rather than a general consequence  of the stressful state. The temporal suspension of hippocampal processing in favor  of more task relevant processes may allow subjects to maintain normal performance  levels under moderate stress.","2012-01-16","2022-03-04 19:25:11","2022-03-04 19:25:11","","1161-1167","","2","59","","Neuroimage","","","","","","","","eng","Copyright © 2011 Elsevier Inc. All rights reserved.","","","","","","Place: United States PMID: 21983180","","","","Humans; Male; Adolescent; Adult; Young Adult; Magnetic Resonance Imaging/*methods; *Memory, Short-Term; Stress, Psychological/*physiopathology; Temporal Lobe/*physiopathology; *Task Performance and Analysis; *Neural Inhibition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4B3JCXH","journalArticle","2002","Pochon, J. B.; Levy, R.; Fossati, P.; Lehericy, S.; Poline, J. B.; Pillon, B.; Le Bihan, D.; Dubois, B.","The neural system that bridges reward and cognition in humans: an fMRI study.","Proceedings of the National Academy of Sciences of the United States of America","","0027-8424 1091-6490","10.1073/pnas.082111099","","We test the hypothesis that motivational and cognitive processes are linked by a specific neural system to reach maximal efficiency. We studied six normal subjects  performing a working memory paradigm (n-back tasks) associated with different levels  of monetary reward during an fMRI session. The study showed specific brain  activation in relation with changes in both the cognitive loading and the reward  associated with task performance. First, the working memory tasks activated a  network including the dorsolateral prefrontal cortex [Brodmann area (BA) 9/46] and,  in addition, in the lateral frontopolar areas (BA 10), but only in the more  demanding condition (3-back task). This result suggests that lateral prefrontal  areas are organized in a caudo-rostral continuum in relation with the increase in  executive requirement. Second, reward induces an increased activation in the areas  already activated by working memory processing and in a supplementary region, the  medial frontal pole (BA 10), regardless of the level of cognitive processing. It is  postulated that the latter region plays a specific role in monitoring the reward  value of ongoing cognitive processes. Third, we detected areas where the signal  decreases (ventral-BA 11/47 and subgenual prefrontal cortices) in relation with both  the increase of cognitive demand and the reward. The deactivation may represent an  emotional gating aimed at inhibiting adverse emotional signals to maximize the level  of performance. Taken together, these results suggest a balance between increasing  activity in cortical cognitive areas and decreasing activity in the limbic and  paralimbic structures during ongoing higher cognitive processing.","2002-04-16","2022-03-04 19:25:11","2022-03-04 19:25:11","","5669-5674","","8","99","","Proc Natl Acad Sci U S A","","","","","","","","eng","","","","","","","PMID: 11960021  PMCID: PMC122829","","C:\Users\User\Zotero\storage\LN7KYKB7\Pochon et al. - 2002 - The neural system that bridges reward and cognitio.pdf","","Humans; Female; Male; Adolescent; Adult; Magnetic Resonance Imaging/*methods; Brain Mapping/methods; *Cognition; Analysis of Variance; *Memory; Nerve Net; *Reward; Brain/*pathology/physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HPKWIHV5","journalArticle","2014","Saliasi, Emi; Geerligs, Linda; Lorist, Monicque M.; Maurits, Natasha M.","Neural correlates associated with successful working memory performance in older adults as revealed by spatial ICA.","PloS one","","1932-6203","10.1371/journal.pone.0099250","","To investigate which neural correlates are associated with successful working memory performance, fMRI was recorded in healthy younger and older adults during  performance on an n-back task with varying task demands. To identify functional  networks supporting working memory processes, we used independent component analysis  (ICA) decomposition of the fMRI data. Compared to younger adults, older adults  showed a larger neural (BOLD) response in the more complex (2-back) than in the  baseline (0-back) task condition, in the ventral lateral prefrontal cortex (VLPFC)  and in the right fronto-parietal network (FPN). Our results indicated that a higher  BOLD response in the VLPFC was associated with increased performance accuracy in  older adults, in the more complex task condition. This 'BOLD-performance'  relationship suggests that the neural correlates linked with successful performance  in the older adults are related to specific working memory processes present in the  complex but not in the baseline task condition [corrected].Furthermore, the  selective presence of this relationship in older but not in younger adults suggests  that increased neural activity in the VLPFC serves a compensatory role in the aging  brain which benefits task performance in the elderly.","2014","2022-03-04 19:25:11","2022-03-04 19:25:11","","e99250","","6","9","","PLoS One","","","","","","","","eng","","","","","","","PMID: 24911016  PMCID: PMC4049600","","C:\Users\User\Zotero\storage\93GJ7FVI\Saliasi et al. - 2014 - Neural correlates associated with successful worki.pdf","","Humans; Female; Male; Adolescent; Adult; Aged; Middle Aged; Young Adult; Image Processing, Computer-Assisted; Brain Mapping; Neuropsychological Tests; *Magnetic Resonance Imaging; Brain/*physiology; *Memory, Short-Term; Cognition; Age Factors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZQVIEVGS","journalArticle","2017","Mueller, Sven C.; Cromheeke, Sofie; Siugzdaite, Roma; Nicolas Boehler, C.","Evidence for the triadic model of adolescent brain development: Cognitive load and task-relevance of emotion differentially affect adolescents and adults.","Developmental cognitive neuroscience","","1878-9307 1878-9293","10.1016/j.dcn.2017.06.004","","In adults, cognitive control is supported by several brain regions including the limbic system and the dorsolateral prefrontal cortex (dlPFC) when processing  emotional information. However, in adolescents, some theories hypothesize a  neurobiological imbalance proposing heightened sensitivity to affective material in  the amygdala and striatum within a cognitive control context. Yet, direct  neurobiological evidence is scarce. Twenty-four adolescents (12-16) and 28 adults  (25-35) completed an emotional n-back working memory task in response to happy,  angry, and neutral faces during fMRI. Importantly, participants either paid  attention to the emotion (task-relevant condition) or judged the gender  (task-irrelevant condition). Behaviorally, for both groups, when happy faces were  task-relevant, performance improved relative to when they were task-irrelevant,  while performance decrements were seen for angry faces. In the dlPFC, angry faces  elicited more activation in adults during low relative to high cognitive load  (2-back vs. 0-back). By contrast, happy faces elicited more activation in the  amygdala in adolescents when they were task-relevant. Happy faces also generally  increased nucleus accumbens activity (regardless of relevance) in adolescents  relative to adults. Together, the findings are consistent with neurobiological  models of adolescent brain development and identify neurodevelopmental differences  in cognitive control emotion interactions.","2017-08","2022-03-04 19:25:11","2022-03-04 19:25:11","","91-100","","","26","","Dev Cogn Neurosci","","","","","","","","eng","Copyright © 2017 The Authors. Published by Elsevier Ltd.. All rights reserved.","","","","","","PMID: 28688343  PMCID: PMC6987860","","C:\Users\User\Zotero\storage\4R6ESJDK\Mueller et al. - 2017 - Evidence for the triadic model of adolescent brain.pdf","","Humans; Female; Male; Child; Adolescent; Adult; Young Adult; Brain Mapping; Magnetic Resonance Imaging/*methods; Emotions/*physiology; *Cognitive control; *Cognition emotion interaction; *Development; *Dual systems model; *fmri; *Triadic model; Brain/*growth & development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CC8JCKJK","journalArticle","2011","Takeuchi, Hikaru; Taki, Yasuyuki; Hashizume, Hiroshi; Sassa, Yuko; Nagase, Tomomi; Nouchi, Rui; Kawashima, Ryuta","Failing to deactivate: the association between brain activity during a working memory task and creativity.","NeuroImage","","1095-9572 1053-8119","10.1016/j.neuroimage.2010.11.052","","Working memory (WM) is an essential component for human higher order cognitive activities. Creativity has been essential to the development of human civilization.  Previous studies from different fields have suggested creativity and capacity of WM  have opposing characteristics possibly in terms of diffuse attention. However,  despite a number of functional imaging studies on creativity, how creativity relates  to brain activity during WM has never been investigated. In this functional magnetic  resonance imaging (fMRI) study, we investigated this issue using an n-back WM  paradigm and a psychometric measure of creativity (a divergent thinking test). A  multiple regression analysis revealed that individual creativity was significantly  and positively correlated with brain activity in the precuneus during the 2-back  task (WM task), but not during the non-WM 0-back task. As the precuneus shows  deactivation during cognitive tasks, our findings show that reduced task induced  deactivation (TID) in the precuneus is associated with higher creativity measured by  divergent thinking. The precuneus is included in the default mode network, which is  deactivated during cognitive tasks. The magnitude of TID in the default mode network  is considered to reflect the reallocation of cognitive resources from networks  irrelevant to the performance of the task. Thus, our findings may indicate that  individual creativity, as measured by the divergent thinking test, is related to the  inefficient reallocation of attention, congruent with the idea that diffuse  attention is associated with individual creativity.","2011-03-15","2022-03-04 19:25:11","2022-03-04 19:25:11","","681-687","","2","55","","Neuroimage","","","","","","","","eng","Copyright © 2010 Elsevier Inc. All rights reserved.","","","","","","Place: United States PMID: 21111830","","","","Humans; Female; Male; Young Adult; Memory, Short-Term/*physiology; Magnetic Resonance Imaging; Neuropsychological Tests; *Brain Mapping; Brain/*physiology; Image Interpretation, Computer-Assisted; *Creativity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UCTS785N","journalArticle","2007","Newsome, Mary R.; Scheibel, Randall S.; Hunter, Jill V.; Wang, Zhiyue J.; Chu, Zili; Li, Xiaoqi; Levin, Harvey S.","Brain activation during working memory after traumatic brain injury in children.","Neurocase","","1355-4794","10.1080/13554790601186629","","Eight children with moderate to severe traumatic brain injury (TBI) and eight matched, uninjured control children underwent fMRI during an N-back task to test  effects of TBI on working memory performance and brain activation. Two patterns in  the TBI group were observed. Patients whose criterion performance was reached at  lower memory loads than control children demonstrated less extensive frontal and  extrafrontal brain activation than controls. Patients who performed the same,  highest (3-back) memory load as controls demonstrated more frontal and extrafrontal  activation than controls. Our findings of performance and brain activation changes  in children after TBI await longitudinal investigation.","2007-02","2022-03-04 19:25:11","2022-03-04 19:25:11","","16-24","","1","13","","Neurocase","","","","","","","","eng","","","","","","","Place: England PMID: 17454685","","","","Humans; Female; Male; Child; Adolescent; Memory, Short-Term/*physiology; Magnetic Resonance Imaging; Reference Values; *Brain Mapping; Case-Control Studies; Brain Injuries/*physiopathology; Glasgow Coma Scale; Arousal/*physiology; Frontal Lobe/injuries/*physiology/physiopathology; Matched-Pair Analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YS79BYM9","journalArticle","2013","Ashare, Rebecca L.; Wileyto, E. Paul; Ruparel, Kosha; Goelz, Patricia M.; Hopson, Ryan D.; Valdez, Jeffrey N.; Gur, Ruben C.; Loughead, James; Lerman, Caryn","Effects of tolcapone on working memory and brain activity in abstinent smokers: a proof-of-concept study.","Drug and alcohol dependence","","1879-0046 0376-8716","10.1016/j.drugalcdep.2013.09.003","","BACKGROUND: Dopamine levels in the prefrontal cortex (PFC) are thought to play an important role in cognitive function and nicotine dependence. The  catechol-O-methyltransferase (COMT) inhibitor tolcapone, an FDA-approved treatment  for Parkinson's disease, increases prefrontal dopamine levels, with cognitive  benefits that may vary by COMT genotype. We tested whether tolcapone alters working  memory-related brain activity and performance in abstinent smokers. METHODS: In this  double-blind crossover study, 20 smokers completed 8 days of treatment with  tolcapone and placebo. In both medication periods, smokers completed blood oxygen  level-dependent (BOLD) fMRI scans while performing a working memory N-back task  after 24h of abstinence. Smokers were genotyped prospectively for the COMT  val(158)met polymorphism for exploratory analysis. RESULTS: Compared to placebo,  tolcapone modestly improved accuracy (p=0.017) and enhanced suppression of  activation in the ventromedial prefrontal cortex (vmPFC) (p=0.002). There were no  effects of medication in other a priori regions of interest (dorsolateral PFC,  dorsal cingulate/medial prefrontal cortex, or posterior cingulate cortex).  Exploratory analyses suggested that tolcapone led to a decrease in BOLD signal in  several regions among smokers with val/val genotypes, but increased or remained  unchanged among met allele carriers. Tolcapone did not attenuate craving, mood, or  withdrawal symptoms compared to placebo. CONCLUSIONS: Data from this  proof-of-concept study do not provide strong support for further evaluation of COMT  inhibitors as smoking cessation aids.","2013-12-15","2022-03-04 19:25:11","2022-03-04 19:25:11","","852-856","","3","133","","Drug Alcohol Depend","","","","","","","","eng","Copyright © 2013 Elsevier Ireland Ltd. All rights reserved.","","","","","","PMID: 24095246  PMCID: PMC3960598","","C:\Users\User\Zotero\storage\HUAKNUFM\Ashare et al. - 2013 - Effects of tolcapone on working memory and brain a.pdf","","Humans; Female; Male; Genotype; Adolescent; Adult; Aged; Middle Aged; Young Adult; Polymorphism, Single Nucleotide; Brain Mapping; Magnetic Resonance Imaging; fMRI; Working memory; Cross-Over Studies; Memory, Short-Term/*drug effects/physiology; Double-Blind Method; Affect/drug effects; Brain/*drug effects/*physiology; Catechol O-Methyltransferase/genetics; Behavior, Addictive/drug therapy/physiopathology; Benzophenones/*pharmacology/*therapeutic use; Catechol O-Methyltransferase Inhibitors; COMT; Enzyme Inhibitors/pharmacology/therapeutic use; Nicotine; Nitrophenols/*pharmacology/*therapeutic use; Smoking; Smoking Cessation; Smoking Prevention; Smoking/*drug therapy/*psychology; Substance Withdrawal Syndrome/drug therapy; Tobacco Use Cessation Devices; Tolcapone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M5II3MQF","journalArticle","2015","Dell'Osso, Bernardo; Cinnante, Claudia; Di Giorgio, Annabella; Cremaschi, Laura; Palazzo, M. Carlotta; Cristoffanini, Marta; Fazio, Leonardo; Dobrea, Cristina; Avignone, Sabrina; Triulzi, Fabio; Bertolino, Alessandro; Altamura, A. Carlo","Altered prefrontal cortex activity during working memory task in Bipolar Disorder: A functional Magnetic Resonance Imaging study in euthymic bipolar I and II patients.","Journal of affective disorders","","1573-2517 0165-0327","10.1016/j.jad.2015.05.026","","BACKGROUND: Working memory (WM) deficits are among the most frequently impaired cognitive domains in patients with Bipolar Disorder (BD), being considered promising  cognitive endophenotype of the disorder. However, the related neurobiological  correlates still deserve further investigation. The present study was aimed to  explore whether dorsolateral prefrontal cortex (DLPFC) activity during WM processing  was abnormal in euthymic bipolar patients and may represent a potential  trait-related phenotype associated with the disorder. METHODS: Using 3 Tesla  functional Magnetic Resonance Imaging (3T fMRI), we studied 28 euthymic bipolar  patients (15 BDI and 13 BDII), and 27 healthy controls (HCs), matched for a series  of socio-demographic variables, while performing the N-back task for WM assessment.  RESULTS: We found that euthymic bipolar patients showed increased right middle  frontal gyrus engagement compared with HCs (FWE-corrected p = 1 × 10(-3)),  regardless of WM load, and in spite of similar WM behavioral performance between  groups. In particular, BDI patients had greater BOLD signal change compared to HCs  (post-hoc Tukey HSD, p = 1 × 10(-3)), while BDII patients expressed an intermediate  pattern of activation between BDI patients and HCs. No other significant effects  were detected in the corrected whole-brain analysis. LIMITATIONS: Sample size,  cross-sectional assessment and potential influence of some clinical variables.  CONCLUSIONS: Results provide direct evidence of a primary physiological abnormality  in DLPFC function in BDI and II, even in the absence of behavioral differences with  HCs. Such exaggerated fMRI response suggests inefficient WM processing in prefrontal  circuitry, and further studies are warranted to investigate whether the dysfunction  is related to the genetic risk for the disorder.","2015-09-15","2022-03-04 19:25:11","2022-03-04 19:25:11","","116-122","","","184","","J Affect Disord","","","","","","","","eng","Copyright © 2015 Elsevier B.V. All rights reserved.","","","","","","Place: Netherlands PMID: 26074021","","","","Humans; Female; Male; Adult; Young Adult; Memory, Short-Term/*physiology; Magnetic Resonance Imaging; Prefrontal Cortex/*physiopathology; Cross-Sectional Studies; Case-Control Studies; Endophenotypes; Functional Neuroimaging; Bipolar Disorder (BD); Bipolar Disorder/*physiopathology/psychology; Dorsolateral prefrontal cortex (DLPFC); functional Magnetic Resonance Imaging (fMRI); Working memory (WM)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UK88M2NR","journalArticle","2016","Murphy, Anna; Dursun, Serdar; McKie, Shane; Elliott, Rebecca; Deakin, John Francis William","An investigation into aripiprazole's partial D₂ agonist effects within the dorsolateral prefrontal cortex during working memory in healthy volunteers.","Psychopharmacology","","1432-2072 0033-3158","10.1007/s00213-016-4234-9","","RATIONALE: Working memory impairments in schizophrenia have been attributed to dysfunction of the dorsolateral prefrontal cortex (DLPFC) which in turn may be due  to low DLPFC dopamine innervation. Conventional antipsychotic drugs block DLPFC D2  receptors, and this may lead to further dysfunction and working memory impairments.  Aripiprazole is a D2 receptor partial agonist hypothesised to enhance PFC dopamine  functioning, possibly improving working memory. OBJECTIVES: We probed the  implications of the partial D2 receptor agonist actions of aripiprazole within the  DLPFC during working memory. Investigations were carried out in healthy volunteers  to eliminate confounds of illness or medication status. Aripiprazole's prefrontal  actions were compared with the D2/5-HT2A blocker risperidone to separate  aripiprazole's unique prefrontal D2 agonist actions from its serotinergic and  striatal D2 actions that it shares with risperidone. METHOD: A double-blind,  placebo-controlled, parallel design was implemented. Participants received a single  dose of either 5 mg aripiprazole, 1 mg risperidone or placebo before performing the  n-back task whilst undergoing fMRI scanning. RESULTS: Compared with placebo, the  aripiprazole group demonstrated enhanced DLPFC activation associated with a trend  for improved discriminability (d') and speeded reaction times. In contrast to  aripiprazole's neural effects, the risperidone group demonstrated a trend for  reduced DLPFC recruitment. Unexpectedly, the risperidone group demonstrated similar  effects to aripiprazole on d' and additionally had reduced errors of commission  compared with placebo. CONCLUSION: Aripiprazole has unique DLPFC actions attributed  to its prefrontal D2 agonist action. Risperidone's serotinergic action that results  in prefrontal dopamine release may have protected against any impairing effects of  its prefrontal D2 blockade.","2016-04","2022-03-04 19:25:11","2022-03-04 19:25:11","","1415-1426","","8","233","","Psychopharmacology (Berl)","","","","","","","","eng","","","","","","","PMID: 26900078  PMCID: PMC4819596","","C:\Users\User\Zotero\storage\V5Q6TN5B\Murphy et al. - 2016 - An investigation into aripiprazole's partial D₂ ag.pdf","","Humans; Dopamine; Male; Adult; Working memory; Healthy Volunteers; Memory, Short-Term/*drug effects/physiology; Double-Blind Method; n-Back; Dopamine/metabolism; Aripiprazole; Antipsychotic; Antipsychotic Agents/pharmacology; Aripiprazole/*pharmacology; Corpus Striatum/metabolism; D2; Dorsolateral prefrontal; Partial agonism; Prefrontal Cortex/*drug effects/*metabolism; Receptors, Dopamine D2/*agonists; Risperidone; Risperidone/pharmacology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X8QY2W3K","journalArticle","2004","Ravizza, Susan M.; Delgado, Mauricio R.; Chein, Jason M.; Becker, James T.; Fiez, Julie A.","Functional dissociations within the inferior parietal cortex in verbal working memory.","NeuroImage","","1053-8119","10.1016/j.neuroimage.2004.01.039","","Neuroimaging studies of working memory have revealed two sites in the left supramarginal gyrus that may support the short-term storage of phonological  information. Activation in the left dorsal aspect of the inferior parietal cortex  (DIPC) has been observed in contrasts of working memory load, whereas activation in  the ventral aspect of the inferior parietal cortex (VIPC) has been found primarily  in contrast of information type (verbal vs. nonverbal). Our goal was to determine  whether these two areas are functionally distinct or if instead they are part of a  homogeneous region with large variations in the focus of peak activity. Toward this  end, we used fMRI to assess the neural response in two working memory tasks (N-back  and item recognition) in which we also manipulated memory load and the type of  information to be recalled (verbal vs. nonverbal). We found both DIPC and VIPC  activation in the same group of subjects and further demonstrated that they have  differential sensitivity to our experimental factors. Only the DIPC showed robust  load effects, whereas only the VIPC showed reliable effects of information type.  These results help to account for the differences observed in between-subject  comparisons, and they indicate that the two regions are functionally dissociable. In  contrast to the DIPC, activity of the VIPC was also recruited in the fixation and  low-load conditions, a surprising result that has not been fully explored in prior  studies. Despite their distinctive patterns of performance, neither of these regions  displayed a pattern of activity that entirely corresponds to common assumptions of a  dedicated phonological short-term store (STS). Instead, we hypothesize that the DIPC  may support domain-general executive processes, while the VIPC may support  phonological encoding-recoding processes central to a variety of language tasks.","2004-06","2022-03-04 19:25:11","2022-03-04 19:25:11","","562-573","","2","22","","Neuroimage","","","","","","","","eng","","","","","","","Place: United States PMID: 15193584","","","","Humans; Female; Male; Adult; Language; Brain Mapping/methods; Memory/*physiology; Reproducibility of Results; Functional Laterality; Parietal Lobe/*physiology; Speech/*physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75M3HFNF","journalArticle","2006","Esposito, Fabrizio; Bertolino, Alessandro; Scarabino, Tommaso; Latorre, Valeria; Blasi, Giuseppe; Popolizio, Teresa; Tedeschi, Gioacchino; Cirillo, Sossio; Goebel, Rainer; Di Salle, Francesco","Independent component model of the default-mode brain function: Assessing the impact of active thinking.","Brain research bulletin","","0361-9230","10.1016/j.brainresbull.2006.06.012","","The ""default-mode"" network is an ensemble of cortical regions, which are typically deactivated during demanding cognitive tasks in functional magnetic resonance  imaging (fMRI) studies. Using functional connectivity, this network can be  conceptualized and studied as a ""stand-alone"" function or system. Regardless of the  task, independent component analysis (ICA) produces a picture of the ""default-mode""  function even when the subject is performing a simple sensori-motor task or just  resting in the scanner. This has boosted the use of default-mode fMRI for  non-invasive research in brain disorders. Here, we studied the effect of cognitive  load modulation of fMRI responses on the ICA-based pictures of the default-mode  function. In a standard graded working memory study based on the n-back task, we  used group-level ICA to explore the variability of the default-mode network related  to the engagement in the task, in 10 healthy volunteers. The analysis of the  default-mode components highlighted similarities and differences in the layout under  three different cognitive loads. We found a load-related general increase of  deactivation in the cortical network. Nonetheless, a variable recruitment of the  cingulate regions was evident, with greater extension of the anterior and lesser  extension of the posterior clusters when switching from lower to higher working  memory loads. A co-activation of the hippocampus was only found under no working  memory load. As a generalization of our results, the variability of the default-mode  pattern may link the default-mode system as a whole to cognition and may more  directly support use of the ICA model for evaluating cognitive decline in brain  disorders.","2006-10-16","2022-03-04 19:25:11","2022-03-04 19:25:11","","263-269","","4-6","70","","Brain Res Bull","","","","","","","","eng","","","","","","","Place: United States PMID: 17027761","","","","Humans; Female; Male; Adult; Time Factors; Magnetic Resonance Imaging/methods; *Brain Mapping; Oxygen/blood; Memory, Short-Term/physiology; Image Processing, Computer-Assisted/methods; Neuropsychological Tests/statistics & numerical data; Brain/blood supply/*physiology; Thinking/*physiology; *Neural Networks, Computer; *Principal Component Analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C7XY7QRJ","journalArticle","2017","Clark, Cameron M.; Lawlor-Savage, Linette; Goghari, Vina M.","Functional brain activation associated with working memory training and transfer.","Behavioural brain research","","1872-7549 0166-4328","10.1016/j.bbr.2017.07.030","","While behavioural trials of working memory (WM) training have received much attention in recent years, a lesser explored parallel approach is functional  neuroimaging. A small literature has suggested a complex time course for functional  activation pattern changes following WM training (i.e. not simply increasing or  decreasing due to training); however, no study to date has examined such  neuroplastic effects in both the training task (dual n-back) and the fluid  intelligence transfer task to which the training is purported to transfer (Raven's  Matrices). This study investigated neural correlates of WM training in healthy young  adults randomized to six weeks of WM training, or an active control condition  (processing speed training) with a pre- and post-training fMRI design. Results  indicated significant reductions in activation for the WM trained group in key  WM-task related areas for trained WM tasks after training compared to the processing  speed active control group. The same pattern of training related decreases in  activation for the WM trained group was not observed for the transfer task, which is  consistent with null results for all cognitive outcomes of the present trial. The  observed pattern of results suggests that repetitive practice with a complex task  does indeed lead to neuroplastic processes that very likely represent the reduced  demand for attentional control while sub-components of the task become more  routinized with practice. We suggest that future research investigate neural  correlates of WM training in populations for which WM itself is impaired and/or  behavioural trials of WM training have returned more promising results.","2017-09-15","2022-03-04 19:25:11","2022-03-04 19:25:11","","34-49","","","334","","Behav Brain Res","","","","","","","","eng","Copyright © 2017 Elsevier B.V. All rights reserved.","","","","","","Place: Netherlands PMID: 28750832","","","","Humans; Female; Male; Adult; Brain Mapping; Memory, Short-Term/*physiology; Magnetic Resonance Imaging; Neuropsychological Tests; Reaction Time; *Working memory; Brain/diagnostic imaging/*physiology; *Fmri; Transfer, Psychology/*physiology; Intelligence/physiology; *Fluid intelligence; *Far-transfer; *Near-transfer; *Working memory training; Neuronal Plasticity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
