PMID	Title	Authors	Citation	First.Author	Journal.Book	Publication.Year	Create.Date	PMCID	NIHMS.ID	DOI	Data Available	Open Access	Code Available	Notes
25249408	Brain Mechanisms of Social Threat Effects on Working Memory	van Ast VA, Spicer J, Smith EE, Schmer-Galunder S, Liberzon I, Abelson JL, Wager TD.	Cereb Cortex. 2016 Feb;26(2):544-556. doi: 10.1093/cercor/bhu206. Epub 2014 Sep 23.	van Ast VA	Cereb Cortex	2016	2014-09-25	PMC4712793		10.1093/cercor/bhu206				
33182742	Cognitive Fatigue Is Associated with Altered Functional Connectivity in Interoceptive and Reward Pathways in Multiple Sclerosis	Chen MH, DeLuca J, Genova HM, Yao B, Wylie GR.	Diagnostics (Basel). 2020 Nov 10;10(11):930. doi: 10.3390/diagnostics10110930.	Chen MH	Diagnostics (Basel)	2020	2020-11-13	PMC7696273		10.3390/diagnostics10110930				
30459595	Neural Correlates of Working Memory Maintenance in Advanced Aging: Evidence From fMRI	Suzuki M, Kawagoe T, Nishiguchi S, Abe N, Otsuka Y, Nakai R, Asano K, Yamada M, Yoshikawa S, Sekiyama K.	Front Aging Neurosci. 2018 Nov 6;10:358. doi: 10.3389/fnagi.2018.00358. eCollection 2018.	Suzuki M	Front Aging Neurosci	2018	2018-11-22	PMC6232505		10.3389/fnagi.2018.00358				
22634219	Involvement of the cerebellar cortex and nuclei in verbal and visuospatial working memory: a 7 T fMRI study	Thürling M, Hautzel H, Küper M, Stefanescu MR, Maderwald S, Ladd ME, Timmann D.	Neuroimage. 2012 Sep;62(3):1537-50. doi: 10.1016/j.neuroimage.2012.05.037. Epub 2012 May 24.	Thürling M	Neuroimage	2012	2012-05-29			10.1016/j.neuroimage.2012.05.037				
32338241	Brain functional correlates of formal thought disorder in schizophrenia: examining the frontal/dysexecutive hypothesis	Fuentes-Claramonte P, López-Araquistain L, Sarró S, Sans-Sansa B, Ortiz-Gil J, Maristany T, Salvador R, McKenna PJ, Pomarol-Clotet E.	Psychol Med. 2021 Oct;51(14):2446-2453. doi: 10.1017/S0033291720001063. Epub 2020 Apr 27.	Fuentes-Claramonte P	Psychol Med	2021	2020-04-28			10.1017/S0033291720001063				
30608970	Shared and differential default-mode related patterns of activity in an autobiographical, a self-referential and an attentional task	Fuentes-Claramonte P, Martín-Subero M, Salgado-Pineda P, Alonso-Lana S, Moreno-Alcázar A, Argila-Plaza I, Santo-Angles A, Albajes-Eizagirre A, Anguera-Camós M, Capdevila A, Sarró S, McKenna PJ, Pomarol-Clotet E, Salvador R.	PLoS One. 2019 Jan 4;14(1):e0209376. doi: 10.1371/journal.pone.0209376. eCollection 2019.	Fuentes-Claramonte P	PLoS One	2019	2019-01-05	PMC6319771		10.1371/journal.pone.0209376				
24789863	Effects of cannabis on cognition in patients with MS: a psychometric and MRI study	Pavisian B, MacIntosh BJ, Szilagyi G, Staines RW, O'Connor P, Feinstein A.	Neurology. 2014 May 27;82(21):1879-87. doi: 10.1212/WNL.0000000000000446. Epub 2014 Apr 30.	Pavisian B	Neurology	2014	2014-05-03	PMC4105254		10.1212/WNL.0000000000000446				
31115273	Alteration in Cerebral Activation during a Working Memory Task after Pediatric Mild Traumatic Brain Injury: A Prospective Controlled Cohort Study	Khetani A, Rohr CS, Sojoudi A, Bray S, Barlow KM.	J Neurotrauma. 2019 Dec 1;36(23):3274-3283. doi: 10.1089/neu.2018.6117. Epub 2019 Aug 5.	Khetani A	J Neurotrauma	2019	2019-05-23			10.1089/neu.2018.6117				
15193584	Functional dissociations within the inferior parietal cortex in verbal working memory	Ravizza SM, Delgado MR, Chein JM, Becker JT, Fiez JA.	Neuroimage. 2004 Jun;22(2):562-73. doi: 10.1016/j.neuroimage.2004.01.039.	Ravizza SM	Neuroimage	2004	2004-06-15			10.1016/j.neuroimage.2004.01.039				
32415206	Dynamic reconfiguration of functional brain networks during working memory training	Finc K, Bonna K, He X, Lydon-Staley DM, Kühn S, Duch W, Bassett DS.	Nat Commun. 2020 May 15;11(1):2435. doi: 10.1038/s41467-020-15631-z.	Finc K	Nat Commun	2020	2020-05-17	PMC7229188		10.1038/s41467-020-15631-z				
31583951	The remediation effects of working memory training in schizophrenia patients with prominent negative symptoms	Li X, Chu MY, Lv QY, Hu HX, Li Z, Yi ZH, Wang JH, Zhang JY, Lui SSY, Cheung EFC, Shum DHK, Chan RCK.	Cogn Neuropsychiatry. 2019 Nov;24(6):434-453. doi: 10.1080/13546805.2019.1674644. Epub 2019 Oct 4.	Li X	Cogn Neuropsychiatry	2019	2019-10-05			10.1080/13546805.2019.1674644				
29879562	Acute and past subjective stress influence working memory and related neural substrates	Luettgau L, Schlagenhauf F, Sjoerds Z.	Psychoneuroendocrinology. 2018 Oct;96:25-34. doi: 10.1016/j.psyneuen.2018.05.036. Epub 2018 May 28.	Luettgau L	Psychoneuroendocrinology	2018	2018-06-08			10.1016/j.psyneuen.2018.05.036				
23042746	An fMRI investigation of working memory and its relationship with cardiorespiratory fitness in pediatric posterior fossa tumor survivors who received cranial radiation therapy	Wolfe KR, Madan-Swain A, Hunter GR, Reddy AT, Baños J, Kana RK.	Pediatr Blood Cancer. 2013 Apr;60(4):669-75. doi: 10.1002/pbc.24331. Epub 2012 Oct 5.	Wolfe KR	Pediatr Blood Cancer	2013	2012-10-09	PMC3541446	NIHMS404866	10.1002/pbc.24331				
16320092	Effect of fMRI acoustic noise on non-auditory working memory task: comparison between continuous and pulsed sound emitting EPI	Haller S, Bartsch AJ, Radue EW, Klarhöfer M, Seifritz E, Scheffler K.	MAGMA. 2005 Nov;18(5):263-71. doi: 10.1007/s10334-005-0010-2. Epub 2005 Nov 18.	Haller S	MAGMA	2005	2005-12-02			10.1007/s10334-005-0010-2				
15050867	Nicotine effects on brain function and functional connectivity in schizophrenia	Jacobsen LK, D'Souza DC, Mencl WE, Pugh KR, Skudlarski P, Krystal JH.	Biol Psychiatry. 2004 Apr 15;55(8):850-8. doi: 10.1016/j.biopsych.2003.12.023.	Jacobsen LK	Biol Psychiatry	2004	2004-03-31			10.1016/j.biopsych.2003.12.023				
33221753	Female-specific effects of the catechol-O-methyl transferase Val(158)Met gene polymorphism on working memory-related brain function	Fan J, Yang C, Liu Z, Li H, Han Y, Chen K, Chen C, Wang J, Zhang Z.	Aging (Albany NY). 2020 Nov 22;12(23):23900-23916. doi: 10.18632/aging.104059. Epub 2020 Nov 22.	Fan J	Aging (Albany NY)	2020	2020-11-22	PMC7762470		10.18632/aging.104059				
30136637	Impact of Low-Level Blast Exposure on Brain Function after a One-Day Tactile Training and the Ameliorating Effect of a Jugular Vein Compression Neck Collar Device	Yuan W, Barber Foss KD, Dudley J, Thomas S, Galloway R, DiCesare C, Leach J, Scheifele P, Farina M, Valencia G, Smith D, Altaye M, Rhea CK, Talavage T, Myer GD.	J Neurotrauma. 2019 Mar 1;36(5):721-734. doi: 10.1089/neu.2018.5737. Epub 2018 Oct 3.	Yuan W	J Neurotrauma	2019	2018-08-24			10.1089/neu.2018.5737				
30082140	The effects of synthetic cannabinoids (SCs) on brain structure and function	Livny A, Cohen K, Tik N, Tsarfaty G, Rosca P, Weinstein A.	Eur Neuropsychopharmacol. 2018 Sep;28(9):1047-1057. doi: 10.1016/j.euroneuro.2018.07.095. Epub 2018 Aug 3.	Livny A	Eur Neuropsychopharmacol	2018	2018-08-08			10.1016/j.euroneuro.2018.07.095				
28528773	APOE moderates compensatory recruitment of neuronal resources during working memory processing in healthy older adults	Scheller E, Peter J, Schumacher LV, Lahr J, Mader I, Kaller CP, Klöppel S.	Neurobiol Aging. 2017 Aug;56:127-137. doi: 10.1016/j.neurobiolaging.2017.04.015. Epub 2017 Apr 26.	Scheller E	Neurobiol Aging	2017	2017-05-23			10.1016/j.neurobiolaging.2017.04.015				
26484435	Reduced prefrontal activation during working and long-term memory tasks and impaired patient-reported cognition among cancer survivors postchemotherapy compared with healthy controls	Wang L, Apple AC, Schroeder MP, Ryals AJ, Voss JL, Gitelman D, Sweet JJ, Butt ZA, Cella D, Wagner LI.	Cancer. 2016 Jan 15;122(2):258-68. doi: 10.1002/cncr.29737. Epub 2015 Oct 20.	Wang L	Cancer	2016	2015-10-21	PMC4707984	NIHMS726193	10.1002/cncr.29737				
24894701	Treatment with a nicotine vaccine does not lead to changes in brain activity during smoking cue exposure or a working memory task	Havermans A, Vuurman EF, van den Hurk J, Hoogsteder P, van Schayck OC.	Addiction. 2014 Aug;109(8):1260-7. doi: 10.1111/add.12577. Epub 2014 Jun 3.	Havermans A	Addiction	2014	2014-06-05			10.1111/add.12577				
31004982	Socioeconomic hardship and delayed reward discounting: Associations with working memory and emotional reactivity	Oshri A, Hallowell E, Liu S, MacKillop J, Galvan A, Kogan SM, Sweet LH.	Dev Cogn Neurosci. 2019 Jun;37:100642. doi: 10.1016/j.dcn.2019.100642. Epub 2019 Apr 4.	Oshri A	Dev Cogn Neurosci	2019	2019-04-21	PMC6546101	NIHMS1028626	10.1016/j.dcn.2019.100642				
11167061	Activity in fusiform face area modulated as a function of working memory load	Druzgal TJ, D'Esposito M.	Brain Res Cogn Brain Res. 2001 Jan;10(3):355-64. doi: 10.1016/s0926-6410(00)00056-2.	Druzgal TJ	Brain Res Cogn Brain Res	2001	2001-02-13			10.1016/s0926-6410(00)00056-2				
33503483	Load-dependent relationships between frontal fNIRS activity and performance: A data-driven PLS approach	Meidenbauer KL, Choe KW, Cardenas-Iniguez C, Huppert TJ, Berman MG.	Neuroimage. 2021 Apr 15;230:117795. doi: 10.1016/j.neuroimage.2021.117795. Epub 2021 Jan 24.	Meidenbauer KL	Neuroimage	2021	2021-01-27	PMC8145788	NIHMS1699174	10.1016/j.neuroimage.2021.117795				
24382835	Flexible connectivity in the aging brain revealed by task modulations	Geerligs L, Saliasi E, Renken RJ, Maurits NM, Lorist MM.	Hum Brain Mapp. 2014 Aug;35(8):3788-804. doi: 10.1002/hbm.22437. Epub 2013 Dec 31.	Geerligs L	Hum Brain Mapp	2014	2014-01-03	PMC6869581		10.1002/hbm.22437				
33497770	Elevated neuroinflammation contributes to the deleterious impact of iron overload on brain function in aging	Salami A, Papenberg G, Sitnikov R, Laukka EJ, Persson J, Kalpouzos G.	Neuroimage. 2021 Apr 15;230:117792. doi: 10.1016/j.neuroimage.2021.117792. Epub 2021 Jan 23.	Salami A	Neuroimage	2021	2021-01-26			10.1016/j.neuroimage.2021.117792				
17919927	A simple view of the brain through a frequency-specific functional connectivity measure	Salvador R, Martínez A, Pomarol-Clotet E, Gomar J, Vila F, Sarró S, Capdevila A, Bullmore E.	Neuroimage. 2008 Jan 1;39(1):279-89. doi: 10.1016/j.neuroimage.2007.08.018. Epub 2007 Aug 25.	Salvador R	Neuroimage	2008	2007-10-09			10.1016/j.neuroimage.2007.08.018				
29915555	Working Memory-Related Effective Connectivity in Huntington's Disease Patients	Lahr J, Minkova L, Tabrizi SJ, Stout JC, Klöppel S, Scheller E; TrackOn-HD Investigators.	Front Neurol. 2018 Jun 4;9:370. doi: 10.3389/fneur.2018.00370. eCollection 2018.	Lahr J	Front Neurol	2018	2018-06-20	PMC5994408		10.3389/fneur.2018.00370				
11034857	Prolonged reaction time to a verbal working memory task predicts increased power of posterior parietal cortical activation	Honey GD, Bullmore ET, Sharma T.	Neuroimage. 2000 Nov;12(5):495-503. doi: 10.1006/nimg.2000.0624.	Honey GD	Neuroimage	2000	2000-10-18			10.1006/nimg.2000.0624				
19074979	Evidence that altered amygdala activity in schizophrenia is related to clinical state and not genetic risk	Rasetti R, Mattay VS, Wiedholz LM, Kolachana BS, Hariri AR, Callicott JH, Meyer-Lindenberg A, Weinberger DR.	Am J Psychiatry. 2009 Feb;166(2):216-25. doi: 10.1176/appi.ajp.2008.08020261. Epub 2008 Dec 15.	Rasetti R	Am J Psychiatry	2009	2008-12-17	PMC2768494	NIHMS151500	10.1176/appi.ajp.2008.08020261				
25252868	Clinical utility of the N-back task in functional neuroimaging studies of working memory	Jacola LM, Willard VW, Ashford JM, Ogg RJ, Scoggins MA, Jones MM, Wu S, Conklin HM.	J Clin Exp Neuropsychol. 2014;36(8):875-86. doi: 10.1080/13803395.2014.953039. Epub 2014 Sep 25.	Jacola LM	J Clin Exp Neuropsychol	2014	2014-09-26	PMC4229404	NIHMS620452	10.1080/13803395.2014.953039				
12146684	Working memory for complex figures: an fMRI comparison of letter and fractal n-back tasks	Ragland JD, Turetsky BI, Gur RC, Gunning-Dixon F, Turner T, Schroeder L, Chan R, Gur RE.	Neuropsychology. 2002 Jul;16(3):370-9.	Ragland JD	Neuropsychology	2002	2002-07-31	PMC4332798	NIHMS662777		False	False	False	
24478729	An FMRI study of the influence of a history of substance abuse on working memory-related brain activation in schizophrenia	Wojtalik JA, Barch DM.	Front Psychiatry. 2014 Jan 21;5:1. doi: 10.3389/fpsyt.2014.00001. eCollection 2014.	Wojtalik JA	Front Psychiatry	2014	2014-01-31	PMC3896871		10.3389/fpsyt.2014.00001	False	False	False	
24963641	Merging clinical neuropsychology and functional neuroimaging to evaluate the construct validity and neural network engagement of the n-back task	Kearney-Ramos TE, Fausett JS, Gess JL, Reno A, Peraza J, Kilts CD, James GA.	J Int Neuropsychol Soc. 2014 Aug;20(7):736-50. doi: 10.1017/S135561771400054X. Epub 2014 Jun 25.	Kearney-Ramos TE	J Int Neuropsychol Soc	2014	2014-06-26	PMC4290162	NIHMS649012	10.1017/S135561771400054X	False	False		
27354020	Working memory network dysfunction in relapse-onset multiple sclerosis phenotypes: A clinical-imaging evaluation	Vacchi L, Rocca MA, Meani A, Rodegher M, Martinelli V, Comi G, Falini A, Filippi M.	Mult Scler. 2017 Apr;23(4):577-587. doi: 10.1177/1352458516656809. Epub 2016 Jul 11.	Vacchi L	Mult Scler	2017	2016-06-30			10.1177/1352458516656809	False	False	False	
14745059	Brain activation patterns associated with working memory in relapsing-remitting MS	Wishart HA, Saykin AJ, McDonald BC, Mamourian AC, Flashman LA, Schuschu KR, Ryan KA, Fadul CE, Kasper LH.	Neurology. 2004 Jan 27;62(2):234-8. doi: 10.1212/01.wnl.0000103238.91536.5f.	Wishart HA	Neurology	2004	2004-01-28			10.1212/01.wnl.0000103238.91536.5f	False	False	False	
17088048	Effects of acute smoking on brain activity vary with abstinence in smokers performing the N-Back task: a preliminary study	Xu J, Mendrek A, Cohen MS, Monterosso J, Simon S, Brody AL, Jarvik M, Rodriguez P, Ernst M, London ED.	Psychiatry Res. 2006 Dec 1;148(2-3):103-9. doi: 10.1016/j.pscychresns.2006.09.005. Epub 2006 Nov 7.	Xu J	Psychiatry Res	2006	2006-11-08	PMC1817900	NIHMS14572	10.1016/j.pscychresns.2006.09.005	False	False	False	
17379262	Impaired working-memory after cerebellar infarcts paralleled by changes in BOLD signal of a cortico-cerebellar circuit	Ziemus B, Baumann O, Luerding R, Schlosser R, Schuierer G, Bogdahn U, Greenlee MW.	Neuropsychologia. 2007 May 15;45(9):2016-24. doi: 10.1016/j.neuropsychologia.2007.02.012. Epub 2007 Feb 23.	Ziemus B	Neuropsychologia	2007	2007-03-24			10.1016/j.neuropsychologia.2007.02.012	False	False	False	
33418240	Mifepristone enhances the neural efficiency of human visuospatial memory encoding and recall	Yalin N, Kempton MJ, Mazibuko N, Mehta MA, Young AH, Stokes PR.	Psychoneuroendocrinology. 2021 Mar;125:105116. doi: 10.1016/j.psyneuen.2020.105116. Epub 2020 Dec 17.	Yalin N	Psychoneuroendocrinology	2021	2021-01-08			10.1016/j.psyneuen.2020.105116	False	False	False	
27622393	Towards person-centered neuroimaging markers for resilience and vulnerability in Bipolar Disorder	Frangou S, Dima D, Jogia J.	Neuroimage. 2017 Jan 15;145(Pt B):230-237. doi: 10.1016/j.neuroimage.2016.08.066. Epub 2016 Sep 10.	Frangou S	Neuroimage	2017	2016-09-14	PMC5555631	NIHMS820312	10.1016/j.neuroimage.2016.08.066	False	False	False	
18403120	Effects of chewing in working memory processing	Hirano Y, Obata T, Kashikura K, Nonaka H, Tachibana A, Ikehira H, Onozuka M.	Neurosci Lett. 2008 May 9;436(2):189-92. doi: 10.1016/j.neulet.2008.03.033. Epub 2008 Mar 16.	Hirano Y	Neurosci Lett	2008	2008-04-12			10.1016/j.neulet.2008.03.033	False	False	False	
25140143	Effective connectivity among the working memory regions during preparation for and during performance of the n-back task	Manelis A, Reder LM.	Front Hum Neurosci. 2014 Aug 5;8:593. doi: 10.3389/fnhum.2014.00593. eCollection 2014.	Manelis A	Front Hum Neurosci	2014	2014-08-21	PMC4122182		10.3389/fnhum.2014.00593	False	False	False	
23166657	Working memory-related functional brain patterns in never medicated children with ADHD	Massat I, Slama H, Kavec M, Linotte S, Mary A, Baleriaux D, Metens T, Mendlewicz J, Peigneux P.	PLoS One. 2012;7(11):e49392. doi: 10.1371/journal.pone.0049392. Epub 2012 Nov 14.	Massat I	PLoS One	2012	2012-11-21	PMC3498108		10.1371/journal.pone.0049392	False	False	False	
23938592	Functional and connectivity changes during working memory in Huntington's disease: 18 month longitudinal data from the IMAGE-HD study	Georgiou-Karistianis N, Poudel GR, Domínguez D JF, Langmaid R, Gray MA, Churchyard A, Chua P, Borowsky B, Egan GF, Stout JC.	Brain Cogn. 2013 Oct;83(1):80-91. doi: 10.1016/j.bandc.2013.07.004. Epub 2013 Aug 9.	Georgiou-Karistianis N	Brain Cogn	2013	2013-08-14			10.1016/j.bandc.2013.07.004	False	False	False	
33519595	Using Signal Detection Theory to Better Understand Cognitive Fatigue	Wylie GR, Yao B, Sandry J, DeLuca J.	Front Psychol. 2021 Jan 15;11:579188. doi: 10.3389/fpsyg.2020.579188. eCollection 2020.	Wylie GR	Front Psychol	2021	2021-02-01	PMC7844088		10.3389/fpsyg.2020.579188	False	False	False	
15564579	Personality predicts brain responses to cognitive demands	Kumari V, ffytche DH, Williams SC, Gray JA.	J Neurosci. 2004 Nov 24;24(47):10636-41. doi: 10.1523/JNEUROSCI.3206-04.2004.	Kumari V	J Neurosci	2004	2004-11-27	PMC6730115		10.1523/JNEUROSCI.3206-04.2004	False	False	False	
30909075	Default mode network deactivation in pediatric temporal lobe epilepsy: Relationship to a working memory task and executive function tests	Oyegbile TO, VanMeter JW, Motamedi GK, Bell WL, Gaillard WD, Hermann BP.	Epilepsy Behav. 2019 May;94:124-130. doi: 10.1016/j.yebeh.2019.02.031. Epub 2019 Mar 22.	Oyegbile TO	Epilepsy Behav	2019	2019-03-26	PMC7333914	NIHMS1602130	10.1016/j.yebeh.2019.02.031	False	False	False	
32915200	Greater BOLD Variability is Associated With Poorer Cognitive Function in an Adult Lifespan Sample	Boylan MA, Foster CM, Pongpipat EE, Webb CE, Rodrigue KM, Kennedy KM.	Cereb Cortex. 2021 Jan 1;31(1):562-574. doi: 10.1093/cercor/bhaa243.	Boylan MA	Cereb Cortex	2021	2020-09-11	PMC7727366		10.1093/cercor/bhaa243	False	False	False	
17481919	fMRI delineation of working memory for emotional prosody in the brain: commonalities with the lexico-semantic emotion network	Mitchell RL.	Neuroimage. 2007 Jul 1;36(3):1015-25. doi: 10.1016/j.neuroimage.2007.03.016. Epub 2007 Mar 27.	Mitchell RL	Neuroimage	2007	2007-05-08			10.1016/j.neuroimage.2007.03.016	False	False	False	
10806029	Working memory for letters, shapes, and locations: fMRI evidence against stimulus-based regional organization in human prefrontal cortex	Nystrom LE, Braver TS, Sabb FW, Delgado MR, Noll DC, Cohen JD.	Neuroimage. 2000 May;11(5 Pt 1):424-46. doi: 10.1006/nimg.2000.0572.	Nystrom LE	Neuroimage	2000	2000-05-12			10.1006/nimg.2000.0572	False	False	False	
30035013	Polymorphism in schizophrenia risk gene MIR137 is associated with the posterior cingulate Cortex's activation and functional and structural connectivity in healthy controls	Zhang Z, Yan T, Wang Y, Zhang Q, Zhao W, Chen X, Zhai J, Chen M, Du B, Deng X, Ji F, Xiang Y, Wu H, Song J, Dong Q, Chen C, Li J.	Neuroimage Clin. 2018 Apr 3;19:160-166. doi: 10.1016/j.nicl.2018.03.039. eCollection 2018.	Zhang Z	Neuroimage Clin	2018	2018-07-24	PMC6051762		10.1016/j.nicl.2018.03.039				
22062190	Task-dependent activations of human auditory cortex during spatial discrimination and spatial memory tasks	Rinne T, Koistinen S, Talja S, Wikman P, Salonen O.	Neuroimage. 2012 Feb 15;59(4):4126-31. doi: 10.1016/j.neuroimage.2011.10.069. Epub 2011 Oct 29.	Rinne T	Neuroimage	2012	2011-11-09			10.1016/j.neuroimage.2011.10.069				
24332795	Preservation and compensation: the functional neuroanatomy of insight and working memory in schizophrenia	Sapara A, Ffytche DH, Birchwood M, Cooke MA, Fannon D, Williams SC, Kuipers E, Kumari V.	Schizophr Res. 2014 Jan;152(1):201-9. doi: 10.1016/j.schres.2013.11.026. Epub 2013 Dec 12.	Sapara A	Schizophr Res	2014	2013-12-17	PMC3906535		10.1016/j.schres.2013.11.026				
24155318	A scaffold for efficiency in the human brain	Burzynska AZ, Garrett DD, Preuschhof C, Nagel IE, Li SC, Bäckman L, Heekeren HR, Lindenberger U.	J Neurosci. 2013 Oct 23;33(43):17150-9. doi: 10.1523/JNEUROSCI.1426-13.2013.	Burzynska AZ	J Neurosci	2013	2013-10-25	PMC6618437		10.1523/JNEUROSCI.1426-13.2013				
29464194	Identification of Two Distinct Working Memory-Related Brain Networks in Healthy Young Adults	Egli T, Coynel D, Spalek K, Fastenrath M, Freytag V, Heck A, Loos E, Auschra B, Papassotiropoulos A, de Quervain DJ, Milnik A.	eNeuro. 2018 Feb 14;5(1):ENEURO.0222-17.2018. doi: 10.1523/ENEURO.0222-17.2018. eCollection 2018 Jan-Feb.	Egli T	eNeuro	2018	2018-02-22	PMC5815845		10.1523/ENEURO.0222-17.2018				
10022492	Physiological characteristics of capacity constraints in working memory as revealed by functional MRI	Callicott JH, Mattay VS, Bertolino A, Finn K, Coppola R, Frank JA, Goldberg TE, Weinberger DR.	Cereb Cortex. 1999 Jan-Feb;9(1):20-6. doi: 10.1093/cercor/9.1.20.	Callicott JH	Cereb Cortex	1999	1999-02-18			10.1093/cercor/9.1.20				
22110002	Altered neural activation in ornithine transcarbamylase deficiency during executive cognition: an fMRI study	Gropman AL, Shattuck K, Prust MJ, Seltzer RR, Breeden AL, Hailu A, Rigas A, Hussain R, VanMeter J.	Hum Brain Mapp. 2013 Apr;34(4):753-61. doi: 10.1002/hbm.21470. Epub 2011 Nov 23.	Gropman AL	Hum Brain Mapp	2013	2011-11-24	PMC3338900	NIHMS344154	10.1002/hbm.21470				
30102997	Increasing beta-amyloid deposition in cognitively healthy aging predicts nonlinear change in BOLD modulation to difficulty	Kennedy KM, Foster CM, Rodrigue KM.	Neuroimage. 2018 Dec;183:142-149. doi: 10.1016/j.neuroimage.2018.08.017. Epub 2018 Aug 11.	Kennedy KM	Neuroimage	2018	2018-08-14	PMC6197922	NIHMS1504088	10.1016/j.neuroimage.2018.08.017				
23573872	Greater BOLD activity but more efficient connectivity is associated with better cognitive performance within a sample of nicotine-deprived smokers	Nichols TT, Gates KM, Molenaar PC, Wilson SJ.	Addict Biol. 2014 Sep;19(5):931-40. doi: 10.1111/adb.12060. Epub 2013 Apr 9.	Nichols TT	Addict Biol	2014	2013-04-12	PMC3711955	NIHMS456997	10.1111/adb.12060				
29634738	Interaction of childhood urbanicity and variation in dopamine genes alters adult prefrontal function as measured by functional magnetic resonance imaging (fMRI)	Reed JL, D'Ambrosio E, Marenco S, Ursini G, Zheutlin AB, Blasi G, Spencer BE, Romano R, Hochheiser J, Reifman A, Sturm J, Berman KF, Bertolino A, Weinberger DR, Callicott JH.	PLoS One. 2018 Apr 10;13(4):e0195189. doi: 10.1371/journal.pone.0195189. eCollection 2018.	Reed JL	PLoS One	2018	2018-04-11	PMC5892884		10.1371/journal.pone.0195189				
20338015	Executive working memory processes in dyslexia: behavioral and fMRI evidence	Beneventi H, Tønnessen FE, Ersland L, Hugdahl K.	Scand J Psychol. 2010 Jun 1;51(3):192-202. doi: 10.1111/j.1467-9450.2010.00808.x. Epub 2010 Mar 15.	Beneventi H	Scand J Psychol	2010	2010-03-27			10.1111/j.1467-9450.2010.00808.x				
25464921	Machine learning fMRI classifier delineates subgroups of schizophrenia patients	Bleich-Cohen M, Jamshy S, Sharon H, Weizman R, Intrator N, Poyurovsky M, Hendler T.	Schizophr Res. 2014 Dec;160(1-3):196-200. doi: 10.1016/j.schres.2014.10.033. Epub 2014 Nov 11.	Bleich-Cohen M	Schizophr Res	2014	2014-12-04			10.1016/j.schres.2014.10.033				
28286477	Transfer Effects to a Multimodal Dual-Task after Working Memory Training and Associated Neural Correlates in Older Adults - A Pilot Study	Heinzel S, Rimpel J, Stelzel C, Rapp MA.	Front Hum Neurosci. 2017 Feb 24;11:85. doi: 10.3389/fnhum.2017.00085. eCollection 2017.	Heinzel S	Front Hum Neurosci	2017	2017-03-14	PMC5323430		10.3389/fnhum.2017.00085				
25769901	Functional brain imaging in survivors of critical illness: A prospective feasibility study and exploration of the association between delirium and brain activation patterns	Jackson JC, Morandi A, Girard TD, Merkle K, Graves AJ, Thompson JL, Shintani AK, Gunther ML, Cannistraci CJ, Rogers BP, Gore JC, Warrington HJ, Ely EW, Hopkins RO; VISualizing Icu SurvivOrs Neuroradiological Sequelae (VISIONS) Investigation.	J Crit Care. 2015 Jun;30(3):653.e1-7. doi: 10.1016/j.jcrc.2015.01.017. Epub 2015 Jan 30.	Jackson JC	J Crit Care	2015	2015-03-15	PMC4489139	NIHMS703855	10.1016/j.jcrc.2015.01.017				
24617815	Alterations in working memory networks in amnestic mild cognitive impairment	Migo EM, Mitterschiffthaler M, O'Daly O, Dawson GR, Dourish CT, Craig KJ, Simmons A, Wilcock GK, McCulloch E, Jackson SH, Kopelman MD, Williams SC, Morris RG.	Neuropsychol Dev Cogn B Aging Neuropsychol Cogn. 2015;22(1):106-27. doi: 10.1080/13825585.2014.894958. Epub 2014 Mar 12.	Migo EM	Neuropsychol Dev Cogn B Aging Neuropsychol Cogn	2015	2014-03-13			10.1080/13825585.2014.894958				
24906546	Modeling distinct imaging hemodynamics early after TBI: the relationship between signal amplitude and connectivity	Medaglia JD, McAleavey AA, Rostami S, Slocomb J, Hillary FG.	Brain Imaging Behav. 2015 Jun;9(2):285-301. doi: 10.1007/s11682-014-9306-z.	Medaglia JD	Brain Imaging Behav	2015	2014-06-08			10.1007/s11682-014-9306-z				
31824247	Whole-Brain Exploratory Analysis of Functional Task Response Following Erythropoietin Treatment in Mood Disorders: A Supervised Machine Learning Approach	Nielsen SFV, Madsen KH, Vinberg M, Kessing LV, Siebner HR, Miskowiak KW.	Front Neurosci. 2019 Nov 20;13:1246. doi: 10.3389/fnins.2019.01246. eCollection 2019.	Nielsen SFV	Front Neurosci	2019	2019-12-12	PMC6880626		10.3389/fnins.2019.01246				
26094886	Spatial working memory impairment in primary onset middle-age type 2 diabetes mellitus: An ethology and BOLD-fMRI study	Huang RR, Jia BH, Xie L, Ma SH, Yin JJ, Sun ZB, Le HB, Xu WC, Huang JZ, Luo DX.	J Magn Reson Imaging. 2016 Jan;43(1):75-87. doi: 10.1002/jmri.24967. Epub 2015 Jun 11.	Huang RR	J Magn Reson Imaging	2016	2015-06-23			10.1002/jmri.24967				
34256292	Mapping working memory-specific dysfunction using a transdiagnostic approach	Yaple ZA, Tolomeo S, Yu R.	Neuroimage Clin. 2021;31:102747. doi: 10.1016/j.nicl.2021.102747. Epub 2021 Jul 1.	Yaple ZA	Neuroimage Clin	2021	2021-07-13	PMC8278205		10.1016/j.nicl.2021.102747				
